S_pareto,S_lognormal
101784.97777675917,232378.3919908856
123600.99054531068,378999.9389726914
132194.02554847216,370761.99166531774
103277.37815567231,618935.9444321957
149827.87029123618,633194.6559201827
124895.74669689513,472864.18334001774
98610.77505037005,235299.25038080342
363828.1845989163,378728.0004756332
119233.47377522176,345740.75255774276
173388.16408479123,526040.3197764521
98726.16668099407,326452.47936141805
122092.84996866196,452109.75815308234
95037.16122121026,312024.24868438585
131851.37827461396,342924.1501944473
144078.08721017532,836275.8324824707
121763.34531744395,402152.0056711842
105479.8132852285,348626.52431170706
130355.30190961913,466206.87784427643
215884.49799632683,422702.454298105
139530.22569592233,358153.4435193431
288656.6180547234,329851.83263162157
89792.28644955855,217776.64215259932
155142.1784168875,407530.1505295773
116463.98836187455,361200.54891969706
115783.66619345151,340717.3542496105
169278.98406423465,439629.9311063963
126123.36063053363,549946.2596661919
155904.8122902134,268176.3233180508
103040.60139741185,602766.926371806
129529.21875198661,485769.031235056
84487.36804471767,264782.4309815358
131742.63048081906,279601.56627069664
137388.64762092516,359805.38421441475
74867.75980704025,250113.9958759424
98676.81421106523,443137.38648884074
167656.34365370555,325108.7220613756
151621.91832864218,409046.7357602402
81124.65680372388,434151.13889512786
260405.63051674495,353440.04452044924
196900.18011015153,380716.3198344548
176187.38783620915,433124.32801043405
122410.6190575808,315487.52490932646
85835.40636991299,207171.27638127614
129752.77352068637,174231.8261498536
110210.30032038597,591162.8694950475
137938.69197224674,368946.67942875234
172915.3152305727,384405.9471593459
144427.38551688846,568839.4879402316
131360.68238240015,759423.728376958
139329.35960133772,652362.8617842981
90639.53448392694,320869.4747753432
134582.90291568593,608728.1628814838
99444.647778834,290913.70802020875
195879.9573866893,323907.9203692492
180385.64255263968,588649.2408429072
94255.5277276202,163944.22278135768
202685.21554481902,654264.4605067718
140696.6659509683,331184.67275296996
146386.49375044374,730831.0076099979
107647.66719018025,477896.71847428137
161020.66684205312,424630.4140177535
97957.81701296929,176999.71214346343
89148.48265324178,468348.37738830067
89600.04706491478,349830.41152962204
138054.39652898995,366532.3691011805
107364.38775000395,530406.3966267294
128691.50117731298,362696.5043170259
220949.01792759087,681387.6565061826
89725.38175516002,374737.8920559966
114209.45562541124,395380.71841497533
135230.26097650867,593647.1805534047
95840.26306658257,333125.0318220101
100325.50876435179,221960.21998430017
89656.25894772816,440823.9170074596
92283.09736664122,517646.1742147701
124954.89770545017,214969.3373635821
103784.39230769772,401271.0708220612
123124.4414495411,314042.58176401595
98295.40858529272,431676.996047304
259557.8501028448,465941.1683256568
125374.29966402873,554463.43519252
174471.41130659374,696568.3814245515
160625.7309182824,460148.59542618645
138621.22576820702,344789.99269046396
127592.55946835919,414084.9017173155
144953.51717988684,302773.3658202785
126025.11180862515,297418.6208073369
141004.29426247737,447170.4487886712
122527.06697710979,408047.32295482774
143638.6321258816,644759.9017915097
108304.00291278746,603276.8766637967
118335.98452942184,814217.1507146419
106681.22717392829,370580.96214527363
125178.60460778841,461024.0897432936
120666.03743763968,461798.42243598413
99086.1410545288,294190.2060836138
196641.20937810148,424405.4849586547
115059.57813181051,788572.790090205
142617.54485998463,387270.4322036458
126748.16571719859,297123.1161474514
94770.38003166212,357502.49207692407
101158.16732836656,316610.6655670551
122074.01614236971,413359.7491260606
133593.14175802039,520908.14874981705
101749.39685529118,340323.1144159445
127663.51673367189,353785.64034479845
104399.46576818715,450760.57375458785
169129.3022768048,465022.88889974373
132603.21248629128,186485.33679795515
87103.50321069533,468428.75604584464
106625.90799467759,566027.9726624341
435243.15396781964,512834.42006969603
138349.40388765626,292586.76294777315
119003.0993264365,513147.9016680823
237170.7538961753,470649.24601258186
127484.11710063992,366997.58353059617
88240.73317114834,246248.78070491052
123301.9985044007,269735.8605880954
126983.6518222006,1510919.7052958002
86111.94851079954,321423.4172080024
123905.06656587952,308534.21909312916
102168.00526124198,372481.8315197202
153367.45931739217,449803.20104939333
132870.4877373247,274592.1061982333
104822.61078612729,303159.7038545314
72613.57982822102,331821.4915532714
152195.86462182307,590151.017009492
102855.50083746598,733274.1679046679
104395.82617726711,1241897.4047689722
142342.444104785,484795.4543422035
129337.05421748922,478174.0113434949
175736.29383537194,394509.3255416583
149387.45057546726,454543.39081871987
174102.56560447422,473665.61056900304
162321.82086562607,668426.4675224063
67529.75141745603,434470.8704934765
145269.42204236085,230094.43876109013
143981.9719859817,301459.70696768974
113436.24964197903,579561.8919934417
148476.2955213328,471077.9230812362
131727.73573091748,712502.7250017431
100555.25482732133,229047.01139648748
123069.33137596352,477550.57315411174
142994.26589665964,414665.78985246166
82181.65361595573,322968.1520607919
176630.24109469808,552223.2331472359
140480.2764010693,663422.7716270698
104565.61987064408,304207.6596084878
138151.49194988236,537165.3727143833
119159.52920552394,317949.315773551
200766.2841738423,619042.3165129331
95320.72043186279,276037.0077705977
107988.34636924183,348027.10015164095
123557.67273850975,377509.23189268
108445.08405968349,773024.4035034329
122023.81797240529,480370.0869179455
184561.6101510797,251458.94053094136
135452.85993883602,532425.4327885557
84521.12436467569,194928.23393944884
73711.85398906386,191799.58893636795
107596.17948229561,511064.94815175165
120851.03881109033,190010.20311026665
136696.445272378,341686.7271294275
121277.73459315783,347178.5763531459
125118.70336916791,734207.325859203
114806.03450473258,328634.12341648864
137204.4280998537,489505.6976590305
124050.58334691191,462537.7622655135
94865.30650504536,321688.37336159055
104921.06347880169,772152.6573040981
162899.56639727263,611856.0773362557
125206.324861251,598740.1845948999
137710.24746698642,386181.1915562149
106165.38906521165,319916.9087944984
130122.57249639512,441135.0100662935
110788.42791784662,259386.04808865403
100403.4269785953,318118.4491205704
134875.9047310503,371950.2511591358
149664.09184399384,704204.4988472014
128113.95803224255,493528.67588022223
100968.46433251721,465518.0559285234
126774.65602448405,264775.3927029773
138210.42718860775,396154.95802985894
159667.67163563636,895198.8514660145
115209.85286451213,517575.0958824909
183921.1218770891,564091.488789456
159097.39725372725,456051.8022546039
121220.33722555853,636938.3977035095
106712.14066199657,469184.10542857926
120706.58872233686,535993.6701151727
127569.07157578316,758376.6068003075
168098.33908471206,373713.2395407824
128144.13011003513,222196.35413386175
105696.76941863417,589667.0055141965
101140.00856395128,430047.55645216635
142069.32793740396,395688.55338055344
103032.26576754719,255067.4185526301
113769.70471693967,348133.5457818505
124960.85466145446,955370.7331827752
640109.5737920809,380896.8757727783
193144.2480659973,709347.5869735698
179680.73478841432,521676.84641892154
155793.81814073864,353077.5006213721
110017.76745444171,178217.70744248645
89356.78510233131,409066.2036518863
491426.4892636869,495338.90214266896
89623.76516748681,283856.6097723401
158672.0360076603,502240.0551647621
93426.98140150892,292473.0007887569
466760.1971147837,488373.59381251567
85094.83008175362,242607.9736692815
153516.28136049228,490021.0975189277
158691.54402604155,581547.8254187049
105641.54517930685,381577.4400986696
166058.0204909112,388059.8796447852
105370.0866522433,282325.6362472165
122455.70362787659,565101.8715599086
150502.74885940057,376543.5594235839
129881.13985235964,283648.41955849715
234870.38509053143,375302.77930865274
174003.91224242482,490184.5067032617
130114.37941094927,450648.9440707589
140852.9622802671,649685.8154221923
101642.09976656892,208456.98317203255
104397.87769328672,742387.977589505
68742.42213889297,370923.68719054246
170345.30548018054,798119.8211144895
105993.96248110553,366741.4116597719
140176.2573505534,552691.1571555294
109930.20874102076,386409.5591159864
119492.13685831109,598296.6323660868
117979.69557589437,465931.04457563156
132323.10930296616,433449.50272045354
107089.82954955872,260249.2815951502
227704.46353687503,428447.6946310441
100118.141756266,339342.5078789404
130088.83651972387,853947.5576009516
92116.59809044604,381922.7310259002
124497.858503189,292525.5593946383
92632.51893417089,283475.899658259
172599.09753402567,355824.53776079405
165098.37225467176,404216.69600789
96729.96512175346,320714.6110875059
104950.83766579413,496512.73822521855
177912.072022843,531943.6954980273
156330.16245931768,540764.4904537257
137780.86944013683,320711.0063051057
133990.81049792768,725140.5315700198
114790.88181769481,483400.19459409034
135268.5717188215,374101.3141823262
112997.32066122504,470566.70297653734
191154.81286133823,375488.9477447838
115041.42872602191,459028.16355123644
132354.25622492074,291686.1052674993
86666.92954275887,240062.05516206718
125919.97607812879,299311.982037683
225212.58744315663,740203.7831658617
157557.04338986994,661296.1985065201
100850.47553759906,278487.4457164481
124114.29645325881,766079.4532963355
140165.90904401595,492468.8261646842
110300.2997470137,281136.3514797673
96506.95102416992,594053.3986433471
118020.28557144584,524561.8283462642
185707.19489782472,438178.51385876245
190979.37255558075,627908.3853901988
127098.97546525445,590823.1762226099
123122.43674861042,465001.2851328755
175658.22792051177,395134.99826433416
129712.46465661438,586257.9769190794
131047.79164401314,595640.8482892304
104450.23501358519,402446.5372966149
165547.73068472042,1037515.8676893169
107482.30445673689,325570.9780001013
169632.99948371405,214284.44390213038
168613.90680473336,637670.650516848
170763.8795014411,535351.666153894
136889.58785623763,699513.6249121937
125288.76723756047,375462.362627514
126721.1159081305,630684.4328529058
87772.96564001564,204645.25374155506
199090.63205643883,384499.3366300947
103190.57311992045,362998.4603293188
171336.29529538256,517650.0602680595
133399.05409904433,531418.4186092913
80720.69183797322,137918.90662378856
223904.35694979274,266876.6175026482
107856.16427142353,249474.2864822578
134239.44708330728,461370.70099605405
103170.36818546103,357813.55046004534
249291.4875469796,1082168.1072694636
71986.75624606237,457330.78383228177
116374.72319929718,475301.48481391114
282268.9960411556,1096156.551044697
99582.36035991137,489449.1645939583
129169.13102354012,323855.48517862137
104427.35168781115,413796.12372386147
179233.92450276145,297256.0520366368
140816.5260512574,253526.5097331697
125335.93381359252,231802.89343807174
149686.9088775053,531038.3646069932
150300.90500995007,403192.1413830323
160412.16829323914,348640.82285967824
155534.46346913988,423851.4927741357
102375.24316153103,492288.1387410213
145769.2400053548,817286.6410476926
148950.50393523023,327261.1555629914
203881.64068109158,399562.340766986
96953.04531182903,416829.03836206195
95160.18624604159,953981.6325325475
109688.29983172403,321519.1895470341
101214.56821961366,512720.5719853354
144161.27567859268,1318399.4104605876
184892.04881379235,598684.6918862632
145175.00554057877,416858.7494875642
106014.50687107308,905511.1195315162
152141.02218452492,317805.85658847814
167595.23794606453,694158.6169086909
145810.8362498806,551686.5142566117
245707.88669968498,349195.33353833423
188022.8659734778,378974.25382012303
152896.70770916896,431020.5290057809
122570.32454200632,269562.72039393603
68340.481018768,200740.13062125925
113533.40404300387,351652.68003768637
147028.42249402005,588201.1277801738
134208.93712493507,684878.5981034077
137782.7422174185,489541.36457856273
154346.81795673005,434357.85303708474
128960.1206925027,510161.85488680453
128311.1333279443,811690.974160235
82491.93811132303,473798.5352935259
92642.74983228405,207322.72432978544
129413.85039304825,511319.3227473526
113026.34723491795,292779.9059560279
127874.93090509146,394128.046758591
136895.5394010894,463298.6830129307
105713.82116671608,400284.45121985476
234293.65202450575,441983.9431175599
108726.18171566262,513085.4510915356
117377.17041986981,369131.6026736793
141778.26372459487,956174.4992642025
76578.72840162326,345531.67992282496
111434.62691883846,383883.98858799954
164836.5838124315,628253.7918277141
118610.57529744609,395547.0982911398
131471.09510206568,481479.9018626957
92312.72028840608,186319.99342420805
118776.4681534054,395591.42675137933
141128.43476428319,376332.39105163375
165258.20111530766,564152.7878533197
232804.6391514766,496011.6982698043
118158.04474481267,455905.5340883134
111334.88845684264,282787.20741862163
108553.63707734135,395846.8055132009
197061.6309045845,721803.7985881801
191864.83747660162,248130.24167236406
166884.33843949973,515066.0829258795
107814.70172146198,265441.6075350075
88164.60591494714,286120.14766888483
104251.56109117308,1159542.7615853979
102192.43571179191,341581.8747647775
107977.31110810963,502440.4332857911
101284.64081664571,991662.2977857974
105287.53709122045,332612.96300277533
146153.83197097076,415349.60872785375
68246.98195929031,180091.22466878293
145459.9286203954,529286.5648903308
149798.12442269307,570049.4129869816
321260.37213255593,792298.5373843863
148907.0626359476,547944.5188288486
105530.39040803406,515781.0697733388
97308.67588823078,408441.58562099165
115816.82231393832,541118.3849914739
120949.23553065985,1120666.1608989749
134616.56427357797,344582.4320486186
111726.48306440766,497205.5838032998
169758.50763611053,836123.0712282378
119980.19743854758,549487.570213245
150450.49714683354,327702.7139826934
119741.36042585417,390649.1943543985
135917.92276735336,477714.8300726464
163893.65964705474,338687.44105575525
94211.27982447184,371036.57869932853
163721.2982290732,435805.7737947609
180742.55205224524,291703.2417350421
147726.4221038905,585518.4173799586
134038.55453327837,339990.2775667454
166994.4309460332,543222.4806187461
104782.22989919625,607675.1107094653
159673.14508591962,533858.2147645035
117370.45842637458,564399.8340433436
151578.0065435315,418781.64415868965
305494.18727008917,427810.96879658557
132150.32994223325,617873.4433581386
122210.49357636078,464867.95776701276
167214.9182110893,552251.9318643591
203916.0469718177,221084.036691087
115778.80305963568,529591.8873009812
145912.1264051421,499501.783633331
141449.91478626098,545626.4951841593
119122.9616357824,363111.22497769794
189581.77528605436,694070.6783583419
185581.11209622544,385329.4051028391
120773.15688869552,604488.3085719339
142641.62594543968,858838.3621138498
158588.15910886147,470052.4161147821
168195.72383906704,405142.96091334836
179135.63550629924,432917.4404809423
118362.71281170467,290272.6527364734
106044.42697225584,418977.00161691
131548.4231075314,395592.8849679592
138519.00309874854,594848.5627276343
197007.0691282061,443122.52389266726
95224.69861569212,1569358.38652909
92132.50686761142,357345.2677503916
88782.43282703256,450877.85329388996
100580.41789037893,455215.1134029349
125164.19213283801,736879.4012985075
150101.63650467034,422411.62144822115
170930.7668124977,677469.3248230628
110940.40935633161,511016.329660938
224373.7163286978,411201.26060030545
125978.3310703745,386506.73299068894
71858.31671529538,586363.3468750031
109860.28155729223,355261.31946222496
88263.6364700933,234719.30104906898
117928.47495239574,210088.37968575355
99007.1567525118,416481.01236071065
81308.34076853393,266865.2469252284
129321.5395348564,555358.357044741
95672.50431413867,505330.4332602757
106677.46790278674,693347.0219625
156192.82549881327,845433.331324505
98723.18637686601,436433.015919393
818254.821618132,474109.50366682303
97241.40836987106,490141.3166599627
112382.9715764787,261270.17827122187
98901.35160019735,595739.0405453376
113362.22974359954,383954.2052207714
116319.12341317206,1664743.7579568732
105356.0144581689,565649.5467312357
132404.7441625507,365090.5585378542
211434.79751074075,691272.9352299115
133627.7459177806,1043394.8402825228
94178.69038507884,260000.13224459495
75458.90624730165,181664.62018625368
126237.8597927134,480745.89414960454
152927.4394112929,737346.6412436808
150904.78361925905,552989.6944201014
135278.04448343374,631129.2741949118
108173.51067628813,505506.6049889436
103608.6601012,371355.3200322902
99680.66511181014,554291.2480814374
205994.22903530055,557148.7485724573
108038.55658451887,291146.05941494677
172339.28143156404,524027.26636177476
125756.03620809868,482377.15093273704
187884.66356479528,502670.79026527074
152272.78123709577,417159.00717267394
226804.52086347353,525568.9577215097
130959.85969945755,250835.4111356433
87460.43600099722,503465.7895922947
105720.25842578511,292021.45700382954
133374.54971851234,293642.10361160676
110615.61761604116,446404.74570393644
144466.5742926328,359267.69702235673
205747.3014097259,504664.57617273496
124590.42377015683,603658.2447900417
133469.62072600602,897763.2742171283
141405.23251877504,377801.03559241333
173583.50698712142,395880.15748361475
170046.43638601564,498872.2468111357
168612.6656096786,3200367.053420452
155272.32177920823,453160.59794621344
169302.01109976263,690023.0676378403
141174.4438934774,399101.5053823839
89200.17776503516,464401.5073272652
150816.84927863863,278069.33421539824
101395.77552514209,841543.3986345674
161882.18539370765,396839.27822253277
81520.67629567004,439950.19342173694
98832.44339378379,688267.4604483076
92495.63370500082,202459.3091950131
144487.4721267804,625909.2051400684
120785.81137840371,328575.18363098206
94351.55597726454,423819.1266096506
94675.19616045171,225787.0511231757
132143.09903711313,578977.923695499
219035.31915235543,661191.5676137297
137713.9630784355,451211.6399513213
102667.99615166099,347920.375020988
130622.76791391912,675612.8520470401
130714.22477060072,329921.52294995403
175185.49098456153,374185.6116540667
251825.55424345055,483375.75560349214
146139.81761857125,458929.69790271553
125358.71804508599,392644.98460407584
124474.60582817665,482804.4210147299
293164.67723214964,1193522.771437861
94292.59404475628,315994.6826585992
110796.84041454003,363974.39442592574
144252.7782107554,424316.5534240248
134903.971973249,1104772.6573722064
96338.25866997767,238959.181719784
100476.7286723771,273334.4766866061
141148.044906295,599097.382163119
143277.2961467005,152862.39088834202
133683.9931958167,1336750.9607640738
117664.19115962238,429702.1622673239
162767.28256672536,680671.5589119757
95964.62887838525,451720.53214138944
153003.16469383347,246522.82061433187
164274.44873814186,365191.3231591736
151314.02167884578,728750.4083178489
162474.44277161628,282149.81701147644
188203.45184838644,391347.0423480378
132625.04802386317,356373.9268781102
222701.5816625698,776160.9085194985
139740.7375009774,619286.8742439352
152379.98143501033,573121.2675476362
87330.65201029544,314490.035656311
167527.91853047107,564155.4597142839
145222.58403044663,282903.8719900676
98823.42485676282,545262.8725019031
196839.14103721624,439405.9745190096
183581.14300795685,370985.81662486814
87230.99782442169,532159.6473007344
117598.55914444613,355490.42818632943
177094.91820083125,540176.5287073505
255613.79558077932,352309.93029763806
122778.74911122816,190060.80485555413
149432.7463369435,382659.8497088994
112262.75277377114,632613.7822927717
76228.22064291756,447810.42836809723
173391.81207899746,395441.4309581865
168744.57878386116,489959.38722433907
163705.93189374421,420836.01270336594
110339.21168717365,241990.0991019303
129542.03350037654,276116.59271471214
227545.5064774069,409444.720034915
129574.62225607877,461139.19197839417
143737.06097689242,401043.9087712726
126997.26033356805,473838.6315839484
149524.6596140622,365167.248384112
137805.1577951348,628202.3259881826
138378.33764826867,452390.9616465783
85063.63023406736,273609.80922205566
137028.49444448727,344505.19455389044
117390.8611066036,386602.9807670333
135227.7696737482,456977.1600926668
103526.82814405567,249483.63268071134
153873.30326402155,197005.0506082819
184937.28070765163,490365.1262721612
141941.88805513934,734201.3787115676
131640.3570383583,411109.455229156
130922.84243269579,309998.45357978763
194013.4668388152,511628.2502939752
124989.1009923811,389153.49929652415
121762.2917400684,353391.9471376741
197991.010316301,352387.66560461186
108366.71107763397,336335.22549326596
113889.81787932187,494029.07052396634
88204.87587289904,399131.7362892285
115025.36849092979,318313.51425857446
169478.3003573083,675196.877426605
134145.69751565423,361373.364628398
145330.6826067506,437426.59341355396
146765.26828694236,252985.3194686554
105492.04015183437,426781.09969912324
113714.64869700621,602900.5148400932
107850.66548992447,563957.6162797437
107442.57790504719,441941.3099802724
182250.58207032146,285868.50558436755
114611.45410907028,272038.12943586893
142092.2281775275,334291.4650118688
120060.22544964119,407878.00819221145
77801.8411630606,318390.0504494023
146358.08124573945,473886.7017645314
91351.07284223425,381313.39471551054
116887.92974564186,362798.9914103596
270669.0291518215,488820.6527991006
141558.23271656508,797395.5828488446
601192.7959382656,552542.0965422097
167758.44342131796,314767.98717184016
154439.65048743002,375301.93889442406
216809.04914940105,258510.39075375296
103205.19335034167,435543.0268640389
96900.03103436962,384999.753064735
115798.67917701892,499867.8832735435
94888.71067882718,351019.018641759
109611.33728716023,385264.2908392301
120951.2808947626,807083.9077650321
243385.2487295791,420481.7383468422
124327.07033912199,628229.1901851738
137221.47434546737,1018142.7009642456
143338.31130164946,523920.2107933061
107770.76520671503,586240.959237071
98889.64082076287,172904.46805375174
124672.34484278488,379868.45374043816
233212.0303503694,331775.6393248735
155428.2215544503,587059.8048415687
231659.16478987483,368898.40193689754
125071.71292852794,478744.40710754815
117148.59088016937,234908.60196832876
208968.52601602583,536317.021546251
95507.12269714012,315482.54931703117
185932.7425794933,278038.01306488266
118747.98320881205,755010.5390017307
134134.98399292477,257990.94968882675
126169.12701473977,279489.03947482986
104685.15652499965,511525.03817869123
114475.513771135,880089.6066155605
230150.99938914579,688879.0314054893
148596.4703257256,446571.0141583536
137255.67506505645,359159.6591885753
97659.30870166345,291737.5730678502
146857.21295407228,396847.69866074587
55977.2121085454,310056.92655345425
136797.2709392333,490122.9230677823
166524.29703029408,304483.6883169623
129692.70234827095,754838.6615401765
133386.32429512107,722274.9890869748
109267.07905990984,269250.23141950235
195384.60328691336,460790.30590174865
107888.12392168786,621705.587009562
92874.46577453396,631270.8802142404
165797.23786338756,335614.7289233648
103292.5603355752,480482.81560457667
89244.91487321019,562991.397840484
158592.93275401864,267344.13303591555
140277.49541229397,452753.716205655
117351.50922584572,711030.9115124539
107517.92470380804,445006.81285677943
136414.27840170776,454784.9755447478
147823.65390268256,348824.6850240499
82016.78608361112,254083.02337716552
94424.20669370503,406294.9890405691
129487.71033077338,544987.1367330714
140975.1287074671,553077.1556569304
157443.2619126234,316434.8578835725
185880.5207776063,357018.6473082184
187571.94859851414,300123.83299854764
113004.5366052523,600101.6534082488
125753.12039228943,285574.04000283754
149314.35170757538,300962.91628237744
87682.14615177219,280169.06607912376
72460.83811927223,214026.57552673877
127785.48466426523,411789.41974044027
113103.21892726386,281790.4635128969
126626.1159780153,690013.8108379719
137012.40836581495,924285.5434734891
108184.7467158548,207165.80789911305
117946.01460104439,770061.6903384009
100278.6140376829,572257.8826215852
142007.7284132874,376252.78953415505
76043.9467419294,190802.88517047194
142589.99266670705,201369.056034218
114219.25769903534,271822.28428443853
62695.5423905402,196883.42755993927
139236.19345022546,404140.1097612034
99398.88309661919,303978.18904443784
128821.86320862356,1066358.4412114667
85378.92430664391,371109.05983951443
193472.19207027557,538451.7491650259
93596.82141248828,374778.2308596422
163827.09390832557,486900.95201339404
117767.33501887384,325007.04842496314
97528.77935356222,273000.2134726241
143388.28365663448,650291.102486183
208097.68556993644,568495.5699516742
81190.68221756785,355810.76206012245
93083.45112437947,807360.5748416502
174597.00074331256,482485.60177947476
116668.76121724168,443936.07926014194
113811.73548586952,268216.85711001337
164562.61070337272,333755.84995211056
100073.39903606905,625085.5028526189
125816.29961142715,431383.87257169635
171400.78241991947,350775.775514136
165367.20624990982,503382.2976998067
135728.71628763314,482455.31627675926
171887.3678330714,518941.15731430065
554772.0701350156,618626.9591657723
109908.06394458824,218271.30180058692
135050.97920129722,710289.6915231649
106997.33748091276,441590.9553579042
154155.26766295842,417091.50159669516
150906.2549678508,576363.1280977961
135475.832239843,662971.4156662076
133404.0209122291,243027.92495812807
139654.34141644405,371447.62364227464
181183.11582634246,393394.0149241211
144140.29106548172,338112.6684413974
235069.31485325645,651449.9719286328
365945.7608533017,502014.73853558215
151216.41441284845,481091.49284386233
127197.88929348216,445986.04123850394
118791.57608968085,193614.4434900892
112001.4489790188,317290.36343536165
103424.20716771492,342627.5905601425
111083.64763624173,486606.3694814924
118581.94614592091,688528.0920347685
114166.53753667572,496376.45906503545
175362.23766021448,352359.7807794944
125374.77175728534,467880.77553639316
193326.34419955482,506167.9447968634
97144.74801382782,354475.286698207
118802.4991859134,1113928.2900563877
262954.01588429784,529769.5454384306
135531.44475381344,428842.7538524462
135424.1386405064,616609.9956267999
171296.2605502919,507112.77259526943
150927.91069824836,223421.31415979302
153394.84277206557,301429.11428406526
113183.25866300738,403805.2642891754
149081.97426183012,307214.00407261896
201008.47483244698,610638.1729179099
1306803.8338511852,537753.1899466882
103003.90508446778,427741.25884918956
152854.97283732714,471728.8940651701
155445.8624946397,429179.280015378
96129.64490098016,388567.05019261636
114028.96001798933,553501.9383956832
131603.39000607945,292842.656747529
126815.18503602818,559848.1781632368
124758.03382179633,528413.1357154604
228759.21459727315,511210.793278019
108942.1418456774,213912.18753489197
147173.81053113414,1041616.9314868902
168690.15497313117,654421.449967138
94346.10262548544,281959.67260479927
226718.5701471646,347697.98178881017
118149.34053218685,345165.26409033965
69146.12997356293,263756.13891123974
90739.92646424024,356508.03997653234
305373.61151175556,298873.9053344154
79602.76444164853,386172.30508282664
72360.52845703094,402907.0642226516
230296.622515298,551676.6168796384
97632.94576809989,410152.1220363861
213684.67350264237,417967.7623713982
134110.2111122087,954618.2280487586
141225.1346949924,723525.1844532451
125356.40760263051,393701.7481837242
345176.2858453505,311578.2078393364
79510.45066854384,261804.08698013786
169912.2682023885,249993.39585475056
174481.83184714633,483999.19982851803
136357.8550658126,560895.09678439
171429.01688256834,281145.6532372479
148685.31949835492,520342.08975745866
98554.70547863371,349081.96520428953
157122.7291010367,348459.54814078665
125693.43569793546,652329.5704140082
110820.86624919901,650799.6627944572
149479.01410171206,500755.50395682704
174748.30648824514,819741.0119416132
215335.04163296777,420474.678009263
174671.41476017813,227138.86850146845
122636.60594589652,318437.1968099209
104151.53744511586,333831.03793312534
116365.67938485378,242520.02251136696
122637.41684787317,402325.1370007678
144996.78923132195,313798.04144145956
130293.57888236256,849220.1906332131
78606.07322719313,381987.9202457614
156882.84582274695,413993.748540256
112708.62082354745,413181.8789978127
143250.74420326378,362369.79228184826
299590.43338879594,427299.87604377
127602.26043967134,401828.8881924422
106986.54133216721,384706.9968224875
127991.5097886028,960611.731741121
120272.42742086134,225822.2040558023
144638.37520041404,367709.4164648682
173096.1890013625,576138.1530332632
122318.5319843596,638209.3083487857
148075.10792435677,428989.17159411986
143928.46972350654,209063.8985420429
112451.45923873944,233460.2415788556
167680.23862984485,290183.6313810935
128060.16977320265,256658.2662850455
128843.62174082242,364018.4752980991
133398.53800119087,442580.3568143042
105860.3154648426,426114.17524051224
97393.42647248632,396131.7987574425
122658.93269915176,462151.2735117287
149923.3268875259,477929.73842087336
176260.85069428227,387778.1484096597
143391.5794068859,454822.1863065566
148878.11036735898,498984.09314982314
145789.13395206825,278422.327496449
140255.7233035299,522312.70807380776
115867.73115795998,329433.6847631694
137198.24051305122,618316.0493149587
95438.90564474139,554062.0377188373
408969.0222277285,676435.3553328416
201517.1600973488,323975.6163633825
164250.79224365315,391459.6270556966
177838.44436762342,424095.46743962634
154176.82552943187,468959.8730752179
101520.22029645582,407515.1953074319
155797.18141860675,600610.1481187703
147579.7662751056,389770.1771378284
90444.69659491826,296128.72833960375
132643.2423794475,367590.8003999797
150229.70124137014,632695.744243224
164015.225760748,541903.0326143967
219458.60528169156,355942.3112585817
137624.01883874787,519572.95360126346
118307.10620224649,402190.52424883837
208828.94179875613,559511.598906041
112610.16272079691,362130.9405656093
118438.04701256896,380531.48597388057
159974.55979457888,348536.02507282444
152759.4904138719,399026.8977526049
876812.7130177642,369764.66413398914
118594.44154336245,364432.7641660831
156764.0552466812,587143.1773344083
126489.00976044452,247441.34277116886
141499.56578621955,289867.64028833824
110503.28462213778,633354.9292463873
171226.42079587022,313976.50563602056
137775.15101900545,358741.8238738864
149239.2840267621,395637.73607727705
143939.6322532956,247838.90347782627
195768.34825918428,695162.8789318724
133676.88559732403,692228.2788038083
165017.50746361955,377789.60772485315
164634.78262489548,565172.9910163406
314004.2190599116,893814.3621763745
160680.01598063554,403336.8693790024
141502.38031427606,491989.08246444666
102134.38066685695,358130.28587554867
108278.63372481967,417091.5672561579
84711.32555517308,448083.4657686083
116998.1838254199,400540.3542065027
145852.566704103,329129.69480420754
78402.48329504149,233744.26791319382
131223.77790932683,662521.7506462886
174453.66208520578,514404.48807290226
108860.46877333398,416481.1469721652
141119.85940401262,308055.7092373797
89956.15614683459,272813.896794557
182012.4765105084,460127.4712097283
112214.23560600505,612120.2120706359
89134.33593720969,400066.892797265
149084.32959002428,323189.5104361117
124908.1783774219,412309.3549068763
155936.02059490408,481804.1571856293
240572.78658672643,413041.404806821
161784.59758146224,468896.09742856264
200259.425090703,251830.27540618205
84402.13364164763,506739.6756550486
210293.4261983026,603814.9435261318
140713.29631182746,710066.9070773495
212560.27204282177,802929.8708644328
248208.66986061799,312296.61862006254
162291.39915788197,650193.8379665847
141238.79272850082,282899.9927110681
113622.97546847833,402857.037470316
120881.58530483927,510367.7069548113
136685.67608804404,548043.6105264284
111820.4344700547,520789.8327560017
139154.1127652346,837824.2247583825
85062.79757613486,415669.30200475396
168970.82867780636,520718.5728815962
135041.1495120446,303525.20248322934
88916.12674927185,180837.1123633532
120827.62944733622,643766.3769790985
177339.4705642747,362744.773126439
157138.94521007058,345170.68783782463
82391.34839973174,268429.67650727055
123973.49369468931,243070.75841982322
131906.2329014257,338263.21896066447
187827.29612313537,434370.73001450644
81207.01161543641,384335.25931502867
